7978
q 3305.04
r 3312.55
p 3326.09
s 3360.72
r 3404.12
q 3419.24
s 3429.86
p 3439.69
r 3444.06
q 3481.98
s 3500.22
p 3505.71
q 3539.88
r 3552.15
s 3554
p 3564.38
r 3572.52
p 3592.16
r 3608.92
p 3620.91
q 3648.22
r 3673.14
p 3691.79
r 3731.73
s 3736.08
p 3738.68
r 3758.9
q 3762.59
p 3766.3
s 3771.78
r 3783.62
q 3793.8
p 3801.4
s 3802.05
r 3830.02
p 3832.39
q 3844.21
s 3844.71
r 3852.1
p 3860.27
q 3894.28
r 3908.97
s 3913.39
q 3929.83
p 3942.47
r 3943.85
p 3968.1
r 3982.6
s 3983.62
q 4012.67
p 4018.33
r 4029.1
p 4090.45
r 4090.73
p 4122.1
r 4145.51
p 4231.69
r 4257.56
p 4257.99
r 4266.24
s 4296.78
p 4312.35
r 4332.13
p 4340.77
r 4349.49
p 4355.69
r 4377.89
p 4380.54
q 4400.27
s 4429.18
r 4432.4
q 4514.98
p 4542.72
s 4550.81
r 4610.86
q 4616.92
p 4633.82
s 4639.78
r 4642.24
p 4651.31
r 4683.42
q 4727.19
s 4752.34
q 4753.04
s 4759.63
p 4777.94
q 4794.61
r 4802.02
p 4803.33
s 4821.95
q 4863.47
r 4864.38
s 4879.85
q 4897.25
s 4903.75
q 4935.5
p 4968.54
s 4971.97
q 4978.59
r 4987.83
s 4992.8
p 4993.71
r 5037.87
q 5041.25
p 5046.99
r 5047.87
s 5135.32
p 5148.13
r 5204.45
p 5224.14
q 5249.27
r 5267.27
p 5270.43
r 5292.04
s 5331.19
p 5353.86
r 5386.96
q 5389.69
s 5408.65
p 5420.6
q 5431.33
s 5448.06
r 5464.2
q 5472.48
s 5497.6
p 5534.69
r 5547.35
q 5570.06
p 5582.3
r 5586.06
p 5608.45
r 5622.89
p 5628.55
r 5631.49
p 5668.7
s 5695.29
r 5699.82
p 5714.85
r 5727.95
q 5729.65
p 5763.72
r 5769.73
p 5775.52
r 5799.04
p 5802.44
s 5823.69
q 5825.45
s 5833.03
r 5849.22
q 5876.78
s 5880.41
p 5887.98
r 5903.72
p 5935.28
q 5983.87
s 5988
r 6011.93
q 6013.58
s 6027.96
p 6035.41
q 6047.67
r 6049.48
p 6060.4
r 6110.12
s 6110.35
q 6130.9
p 6176.47
r 6209.53
s 6212.85
q 6232.88
p 6290.21
s 6329.6
q 6432.9
s 6440.59
r 6463.82
p 6465.72
q 6490.3
s 6490.5
q 6518.45
r 6541.87
p 6550.86
s 6585.25
q 6639.05
s 6677.82
r 6713.77
q 6735.42
p 6797.72
r 6812.5
s 6825.52
q 6849.35
p 6861.5
s 6895.14
q 6915.43
s 6925.27
q 6936.77
s 6946.54
q 6961.46
s 7015.87
r 7017.16
q 7039.01
s 7046.28
p 7080.38
r 7144.08
p 7145.4
r 7176.76
q 7230.55
p 7235.88
r 7243.43
p 7260.33
s 7262.44
q 7270.9
s 7272.81
q 7367.67
r 7418.38
s 7429.76
q 7440.38
p 7464.57
r 7548.93
s 7561.23
q 7579.06
p 7609.51
s 7628.18
q 7657.91
s 7674.43
r 7676.09
q 7712.41
s 7733.94
q 7760.62
p 7780.3
s 7793.42
q 7795.61
r 7825.44
s 7867.02
q 7922.76
s 7936.19
p 7951.79
r 7969.1
p 7970.91
q 7981.54
r 7991.32
s 8033.07
p 8050.07
q 8081.33
s 8095.86
r 8122.31
q 8130.63
p 8151.57
s 8196.02
r 8205.1
q 8211
p 8212.77
r 8229.8
p 8232.47
s 8232.81
r 8254.02
p 8262.03
r 8275.97
p 8278.71
r 8285.63
q 8295.08
p 8296.46
r 8353.95
s 8364.01
p 8366.27
r 8369.35
q 8387.65
p 8397.37
r 8425.45
p 8434.09
r 8442.44
s 8481.77
q 8500.09
p 8582.05
r 8601.82
p 8603.77
r 8613.94
s 8638.26
q 8642.49
p 8673.65
r 8674.33
p 8681.2
s 8683.7
r 8699.67
p 8709.26
r 8717.01
p 8770.45
r 8804.81
q 8835.79
s 8838.53
q 8841.62
p 8866.96
r 8892.23
p 8902.01
s 8915.61
r 8919.05
p 8935.41
q 8972.76
s 8984.77
r 8990.73
p 9002.31
q 9025.82
s 9055.26
q 9063.51
r 9076.21
p 9081.25
r 9085.7
s 9093.69
p 9098.62
q 9122.3
r 9128.62
p 9134.57
s 9135.53
q 9241.99
r 9243.34
s 9243.41
q 9258.19
p 9260.84
r 9290.84
p 9293.18
s 9310.73
q 9328.66
r 9335.9
s 9336.41
q 9371.72
s 9377.29
p 9379.71
r 9432.78
p 9435.67
q 9463.96
r 9517.21
s 9524.43
p 9548.1
r 9559.4
q 9570.38
s 9583.72
q 9594.82
s 9600.19
q 9628.81
p 9654.25
s 9658.65
q 9704
r 9708
p 9730.38
r 9731.7
s 9734.34
p 9765.67
q 9766.57
s 9787.11
q 9793.83
r 9822.6
s 9825.09
p 9841.47
r 9925.45
p 9970.36
r 9971.14
p 9980.31
q 10003.7
s 10014.4
r 10030
q 10106.9
s 10123.3
q 10125
s 10133.2
q 10161.5
s 10170.3
q 10177.6
p 10210.1
s 10219.6
q 10344.3
r 10352.5
p 10380.4
s 10380.5
r 10386.2
p 10443.5
r 10452.8
p 10463.4
q 10477.8
r 10493
p 10499.6
s 10525.4
r 10526.7
p 10543.8
q 10572.6
r 10584.1
p 10594.9
s 10609.4
r 10613.4
p 10623.4
q 10657.9
s 10661.8
r 10690.2
p 10768.6
q 10775.5
s 10785.7
q 10798.9
r 10806
p 10839.3
s 10846.8
r 10879.2
q 10882
p 10884.3
s 10919.7
r 10936.6
p 10940.6
q 10940.6
s 10945.9
q 10963.2
r 10997
p 11033.4
r 11038.2
p 11040.7
r 11070.8
s 11083.1
p 11097.4
q 11136.7
s 11144.8
q 11152.9
r 11155.1
p 11157.7
r 11163.5
s 11168.8
q 11173.4
s 11199.4
q 11258
p 11262.2
s 11262.9
q 11267.6
s 11272.9
r 11311.2
p 11325.4
r 11351.7
q 11407.8
s 11407.9
q 11471.9
s 11485.3
p 11499
r 11541.7
p 11583.4
r 11598.9
p 11619.3
r 11679.6
q 11683.2
s 11702.3
p 11718.1
q 11739.6
r 11742.2
s 11749.9
p 11753
q 11767.2
s 11775.5
q 11779.7
r 11829.6
p 11862.8
r 11869.6
p 11871.3
s 11871.4
q 11911.3
r 11911.9
s 11951.2
q 11978.4
s 11988.2
q 12016.8
s 12049.9
p 12144.3
q 12144.4
r 12151.2
s 12238.5
p 12249.7
q 12250.7
s 12270
q 12298
s 12346.2
r 12359.2
q 12368.6
p 12375.9
r 12398.6
s 12417.9
p 12420.7
r 12469.3
q 12498
s 12510
q 12514.6
s 12543.6
q 12561.5
p 12581.5
r 12587.4
p 12592.8
s 12623
r 12641.9
p 12666
r 12666.3
p 12694.9
r 12703
p 12746.5
r 12782.2
p 12893.4
r 12901.8
p 12930.3
r 12933.6
p 12941.9
r 12948.8
q 12963.4
p 12978.8
s 13028.3
q 13032.6
r 13056.3
s 13081.6
p 13088.1
r 13091.6
p 13144.7
q 13157
s 13159
r 13194.1
p 13225
r 13238.4
p 13243.6
q 13277.2
r 13289.8
p 13318.2
s 13327.2
q 13337.5
r 13341.1
s 13357.4
p 13364.7
r 13374.3
q 13438.9
p 13481.4
r 13485.7
p 13492.7
s 13608.8
q 13639.9
s 13644.3
q 13655
r 13657.8
p 13659.3
s 13666.1
r 13672
p 13684.8
q 13685
r 13700.2
s 13727.1
q 13737.1
s 13754.1
p 13799.3
r 13805.8
q 13811.3
p 13817.7
s 13822.5
r 13837.8
p 13845.4
q 13862.6
r 13862.9
s 13864.9
p 13877.6
q 13896.1
r 13914.1
s 13918.2
p 13946.7
q 13962.9
r 14069.5
p 14090.7
r 14141.5
p 14188.3
r 14274.2
s 14314.3
q 14322.6
s 14337.2
q 14338
s 14372.6
p 14410.8
q 14417.5
s 14419.8
r 14443.4
q 14447.4
p 14450.9
r 14459.3
s 14506.1
q 14536
s 14579.5
p 14598.8
r 14623.5
q 14627.1
s 14629.7
q 14662.3
s 14665.3
q 14666.3
p 14669.1
r 14671.6
p 14689.1
r 14726.9
p 14739.3
s 14742.5
r 14767
q 14773.1
p 14783.7
s 14815.5
r 14827.7
p 14914.3
q 14919
s 14929.3
r 14944.5
p 14965.4
r 14979.3
p 15006.5
r 15042.4
q 15075.5
p 15077.4
s 15084.8
r 15114.1
q 15133.3
p 15154
r 15168.9
s 15170.5
p 15208.4
q 15210.5
r 15230.7
s 15336.8
p 15339.8
q 15346.4
r 15362.4
s 15383.8
q 15396.7
s 15401.9
p 15413.3
q 15433
r 15451.4
p 15459
r 15511.3
p 15520.8
s 15523.6
r 15531.5
q 15537.7
s 15541.7
p 15544.2
q 15557.6
s 15586.2
q 15626.8
r 15668.3
s 15671.9
q 15673.9
p 15696.3
r 15714
p 15722.8
r 15749.6
s 15758.7
q 15778.5
s 15798.4
p 15845.9
r 15872.8
p 15882.3
q 15899.2
s 15910.4
r 15986.6
p 16067.8
r 16099.7
q 16134.4
s 16134.6
p 16169.5
r 16207
q 16219.7
p 16238.2
r 16251.6
p 16288.2
r 16350.6
s 16355.5
p 16370.4
q 16379.1
s 16379.6
r 16413.5
p 16422.4
r 16426.5
p 16446.9
q 16448
r 16450.9
s 16471.8
p 16486.3
q 16498.3
s 16500.2
r 16504.1
q 16520.1
p 16523.2
r 16527.4
p 16528.1
s 16570
q 16574.5
s 16595.2
r 16612.2
p 16614.5
q 16676
r 16681.6
p 16694.2
s 16695.3
q 16700.6
r 16711.8
s 16728.9
p 16751.5
r 16808.7
q 16848.8
p 16872.4
r 16875.6
p 16892.9
s 16899.8
r 16911.4
p 16930.2
q 16997.3
s 17015.5
r 17069.1
q 17087.7
p 17092.2
s 17107.4
r 17111.2
q 17157
p 17188.6
r 17199.6
s 17222.9
q 17237.2
s 17240
q 17244
s 17272.6
q 17284.6
p 17287.6
r 17311.7
p 17318.6
s 17335.9
q 17343.7
r 17364.4
p 17371.9
r 17408.3
p 17418.3
r 17467.1
p 17534.8
r 17557.7
p 17575.5
r 17600.9
s 17617.4
q 17650.4
s 17661.4
q 17726.3
s 17749.9
p 17754.7
r 17768.3
q 17772.3
p 17785.2
s 17818.4
r 17821.2
p 17829.2
q 17847.9
s 17852.2
r 17853.2
p 17859
q 17865.3
r 17933.7
p 17984.4
s 18003.2
q 18009.3
s 18021.5
r 18024.4
q 18030.2
p 18036.2
s 18092.3
r 18096.4
q 18101.4
s 18101.8
q 18114.6
p 18121.5
r 18133
p 18142.7
s 18196.6
q 18220.6
r 18241.9
p 18249.3
s 18257.5
r 18259.7
p 18276.9
q 18283.9
r 18341.3
s 18402.4
p 18404.7
r 18406.8
q 18411.2
s 18413.8
p 18440.4
r 18596.2
q 18601.7
s 18607.2
q 18641
p 18668.7
s 18711.3
q 18728.6
r 18746.8
s 18794.1
q 18849.4
p 18857.2
s 18877.2
q 18957.7
r 18978
s 18988.2
q 19014.2
p 19029.7
s 19051.6
q 19067
r 19108.4
p 19110
r 19120.6
s 19156.7
p 19159.7
q 19173.1
r 19225.8
s 19305.2
q 19322
p 19357.8
r 19365.7
p 19369.1
r 19392.2
s 19393.5
p 19425
q 19433
s 19434.5
r 19467.2
p 19471.3
r 19479.9
p 19484
r 19489.2
q 19493.6
p 19494.3
r 19497.7
s 19511.3
q 19541
p 19550
r 19557.7
s 19601
q 19613.5
p 19625.1
s 19639.1
r 19641.7
q 19652.2
s 19657.3
q 19674
p 19679.8
r 19684.3
p 19688.5
s 19688.7
r 19700.9
q 19701.3
s 19721.3
p 19740.2
q 19789.6
r 19812.1
s 19812.8
p 19831
r 19832.5
p 19891.2
r 19900.5
q 19902.7
p 19934.4
s 19936.7
q 19956
r 19988.3
s 19994.4
q 20016
s 20019.6
q 20035.8
p 20037.3
r 20043.8
s 20060.7
p 20061.2
q 20095.4
r 20117.4
p 20119.7
s 20141.6
r 20182.1
p 20182.9
q 20187.1
r 20191.3
p 20205.4
r 20209.4
p 20212.1
r 20216.3
s 20216.9
q 20290.9
s 20311.5
q 20359.2
p 20367.2
r 20397
p 20401.3
r 20434.8
s 20462.3
q 20561.6
s 20567.5
q 20580.3
p 20589.1
r 20610.2
p 20611.1
s 20626.8
r 20642.4
p 20754.9
r 20766.5
q 20769.6
s 20810.6
q 20820
s 20827
p 20850.5
q 20852.7
r 20876.3
s 20888.3
q 20908.2
p 20947.4
s 20951
q 20953.8
r 20957
s 20992.1
p 20996.4
r 21026.3
q 21054.1
p 21055.2
r 21058.7
p 21082.8
s 21096.5
r 21097.1
p 21105.8
r 21106.6
p 21108.5
q 21117.5
r 21155
s 21198.7
q 21226.9
p 21241.2
r 21354.3
p 21406.6
r 21417.2
s 21446.4
p 21448.9
q 21522.6
r 21603.5
s 21637.5
q 21654.8
s 21656.9
p 21663.2
q 21685.1
s 21750.3
r 21790.3
p 21792.6
q 21795.3
s 21811.4
q 21812.1
r 21821.6
p 21860.6
s 21868.6
r 21893.3
q 21894.9
s 21950.6
q 21992.1
p 21997.4
r 22003.7
p 22016.3
s 22037.7
r 22043.7
p 22086.3
r 22088.1
p 22089.1
r 22102.4
p 22113.5
q 22129.4
r 22159.4
p 22174.7
r 22226.7
s 22255.6
p 22295.8
q 22370.1
s 22393.2
r 22402.5
q 22422.7
s 22439.7
q 22452.4
s 22453.6
p 22481.4
r 22530.6
p 22535.7
q 22565.2
r 22568.1
p 22579.6
r 22616.5
p 22620.5
r 22648.9
q 22665.4
s 22665.4
p 22667.3
s 22667.3
q 22705.8
s 22778.7
q 22778.8
r 22789.6
s 22813.7
q 22888.5
p 22971.5
r 23006.3
p 23057.8
r 23072.1
p 23087.7
r 23106.6
p 23107.2
s 23120.1
r 23182.7
q 23185.4
s 23192
q 23193.1
s 23212.2
q 23254.7
s 23273.7
p 23313.2
r 23313.8
q 23326.3
p 23336.1
r 23346.4
s 23353.4
p 23354.4
r 23356.1
p 23362.2
q 23365.6
s 23368.9
r 23370.1
q 23388.3
p 23404
s 23444.2
q 23449
s 23454.2
q 23470.3
r 23491.7
s 23497.6
p 23543.5
r 23592.8
q 23594.9
s 23619.8
p 23651.2
r 23653.8
p 23657.4
q 23732.5
s 23734.2
r 23739.7
p 23749.3
q 23778.8
r 23819.6
p 23846.5
r 23853.8
s 23958.3
p 23971.7
q 23975.5
s 24031.3
r 24047.9
q 24102.4
p 24178.8
r 24196.1
s 24233.9
q 24277.3
s 24282.1
q 24287.1
s 24295.3
q 24323.2
s 24329.6
p 24402.6
q 24410
s 24422.9
r 24440.2
p 24495.3
r 24504.6
p 24511
r 24536.6
p 24562
r 24600
p 24610.8
q 24615.9
r 24644.9
s 24646.8
p 24651.8
q 24655.8
s 24663.9
r 24773.7
q 24805.8
p 24813.4
r 24836.9
s 24881.2
p 24882.2
r 24902
q 24931.4
p 24939.5
s 24951.7
r 24959.4
p 24966.7
q 25062.5
r 25071.7
s 25081.6
p 25082.4
q 25116
r 25126.2
p 25148.9
r 25153.7
s 25159.6
p 25179.3
q 25190.7
r 25248
s 25272.8
p 25276.5
r 25297
q 25316.4
s 25343.2
p 25344.3
r 25351.1
p 25355.6
r 25357.1
q 25408.6
s 25415.8
q 25434.2
s 25447.5
p 25451.8
r 25478.3
q 25486.8
p 25492.8
s 25522.3
q 25548.2
s 25550.8
q 25584.2
s 25595.3
q 25628.8
s 25637.8
r 25642.6
p 25701.3
q 25712.4
s 25725.7
q 25743.3
r 25781.5
s 25784.8
p 25785.3
r 25785.5
q 25793
p 25793.8
r 25800.7
s 25867.7
p 25914.4
q 25920
r 25921.6
s 25921.9
p 25964.8
r 25971.5
p 25976.6
r 25978.5
p 26028.4
q 26033.1
r 26040.8
s 26051.5
q 26065.4
p 26080.5
r 26081.2
s 26098.2
p 26156.3
r 26193.4
p 26209
q 26259.9
r 26270.2
s 26286.8
p 26306.6
r 26313.4
p 26352.5
r 26377.4
q 26379.3
p 26382.5
s 26383.3
q 26412.7
r 26428.1
p 26476
r 26485.7
s 26522.8
q 26530.4
s 26533.9
q 26537.7
p 26538.5
r 26540.5
p 26543.4
s 26551.8
r 26553.1
q 26594.7
p 26604.5
r 26623.1
p 26627.5
s 26629.9
r 26639.4
q 26653.5
p 26657.7
r 26694.4
s 26696.6
p 26734.2
r 26786.3
p 26803.8
r 26839.1
q 26854.2
s 26867.7
p 26885
q 26887.9
r 26891.4
p 26893.6
s 26895.3
r 26927.4
p 26972.2
r 27035.2
p 27064.6
q 27206.6
s 27231.3
q 27262.2
r 27272.2
p 27297.1
s 27334
r 27338.5
p 27370.1
q 27383
s 27417.8
q 27435.4
s 27456.4
r 27462.7
p 27501.4
r 27506.8
p 27561.4
q 27570.1
s 27629.9
q 27641.7
s 27642.9
r 27668.7
p 27672
r 27683.3
q 27708.4
p 27819
s 27846.1
q 27890.5
s 27931.1
r 27934.3
q 27939.6
s 27950.3
p 27954.6
q 27969.6
s 27971.4
q 27985.1
s 27987.4
r 27997.1
q 28004.9
s 28032
p 28044.6
r 28087
p 28105.9
q 28113.2
s 28119.9
q 28179.7
s 28187.5
r 28202.5
p 28202.6
q 28208.8
r 28227.5
s 28265.3
p 28271.6
r 28290.7
p 28305.7
r 28313.5
q 28321.4
s 28371.5
p 28378.5
q 28414.1
s 28414.3
r 28460.4
q 28478.4
p 28494.3
s 28502.6
q 28536.7
s 28561.3
r 28567
q 28574.3
p 28604.6
r 28605.9
s 28613.6
p 28654.3
q 28667.1
r 28702.2
s 28728
p 28734.8
r 28766.5
q 28771.6
p 28773.5
s 28823.5
r 28869.4
q 28890.3
p 28960.6
s 28960.9
r 29023.6
p 29031.2
r 29034.2
q 29055.6
s 29097.6
p 29101
r 29135
p 29150
q 29160.5
r 29187
p 29195.7
r 29209.8
s 29240.4
q 29267.7
p 29271.1
r 29278
s 29322.4
q 29337.9
s 29338.6
q 29372.3
p 29374.2
s 29407.2
r 29444.4
p 29469.6
r 29504.2
q 29513
s 29542.3
q 29554
s 29577.1
q 29647.7
p 29651.5
r 29661.5
s 29692.6
p 29723.1
q 29752.4
s 29756.9
q 29786.6
s 29797.1
r 29797.9
q 29825.3
s 29837.3
q 29871.9
s 29880.7
p 29908.5
q 29927.8
s 29929.9
r 29969.8
p 29989.4
r 30033.1
q 30062
s 30064.1
q 30105.8
s 30139.6
q 30156.3
p 30165.6
r 30194.3
p 30202
r 30219.6
p 30236.4
s 30247.2
r 30257.6
q 30261.6
s 30267.9
p 30312
q 30318.4
s 30343
r 30343.9
p 30347.9
r 30354.8
q 30355.5
p 30378.9
r 30391.6
s 30395.3
q 30437
s 30453.9
p 30473.2
q 30480.3
s 30494
q 30532.2
r 30565.7
p 30586.4
r 30598.1
p 30610.2
r 30618.9
p 30631.2
r 30667.5
s 30680.2
p 30702.5
r 30708.9
p 30739.3
q 30769
s 30807.5
q 30813
r 30830
s 30854.9
q 30878.4
p 30891.9
s 30911.7
q 30962.9
s 30968.7
q 30978.1
r 30997.7
s 31002.3
q 31003.6
p 31044.6
r 31082.7
p 31095.5
s 31113
q 31182.2
s 31185.4
q 31214.2
s 31234
r 31241.6
q 31249.8
p 31262.3
s 31264.8
r 31280.5
p 31287.5
r 31295.5
p 31297.6
q 31318
s 31341.4
q 31380.9
s 31396.9
q 31419.5
r 31432
p 31445.2
r 31495.6
p 31511.4
r 31549.8
p 31555.8
r 31574.2
s 31640.8
p 31644.2
r 31654.5
q 31731.2
p 31740.4
r 31747.2
s 31752.4
p 31792.3
q 31796.9
r 31835.1
s 31862.2
q 31885.4
s 31891.9
p 31903.7
r 31934.4
q 31948.5
p 31949.6
r 31952.9
p 31982.7
r 31990.8
p 32021.6
r 32035.4
p 32066.3
r 32067.5
p 32136.2
s 32142.2
r 32155.2
q 32171.7
s 32190.2
q 32215
s 32220.2
q 32234.5
s 32242.7
p 32247
q 32271.8
s 32280.7
q 32282.1
s 32286
r 32287.5
p 32304.3
q 32322.3
r 32333.5
p 32382.9
r 32410.9
s 32449.4
q 32454.9
p 32465.8
r 32490.9
s 32518.3
p 32519.2
r 32533.2
p 32540.4
q 32600.9
r 32625.7
s 32631
p 32643.5
q 32703.3
s 32716
q 32769.6
r 32780.4
s 32803.9
p 32816.4
r 32817
q 32843.1
s 32850.8
p 32851
q 32852.3
s 32872.9
r 32876.4
p 32898.7
r 32901.1
q 32901.4
s 32908.5
p 32981.1
r 32986.4
q 32989.4
p 33081.9
r 33092.9
p 33097.9
s 33120.9
r 33132
q 33161.7
s 33170.3
q 33195.6
p 33198.5
s 33225.4
q 33240.6
r 33265.5
p 33266.6
s 33298.7
r 33301.1
p 33323.2
q 33369.2
s 33405.5
q 33452.6
s 33456.1
r 33460.9
p 33464.6
r 33470.3
p 33523.4
q 33579.9
r 33590.4
p 33594.7
r 33604.1
s 33619.7
q 33626.2
p 33635.8
s 33646.6
r 33680.7
p 33703.5
r 33712
q 33718.8
s 33780.2
p 33789.5
q 33815.9
r 33850
s 33907.8
q 33937.7
p 33946.2
s 33949.1
q 33951.8
s 33963.7
r 34025.1
p 34043.3
r 34076.6
q 34077.7
s 34079.4
p 34101.5
r 34129.8
p 34138
q 34148.3
s 34165.7
r 34170.7
q 34188
p 34189.1
r 34196
p 34222
r 34260.7
s 34281.9
p 34289.2
r 34303
p 34315.1
q 34344.6
r 34369
p 34369.6
s 34391.8
r 34391.9
q 34397.8
s 34404
p 34409.8
q 34411.5
s 34416.3
q 34444
r 34505.9
p 34535.1
r 34545.7
s 34553.6
p 34560
r 34560.3
p 34563.3
q 34563.8
r 34564.1
s 34573.1
p 34579.2
r 34585
p 34588.1
q 34607.4
s 34646.1
q 34651
s 34658.6
r 34728.2
q 34737.4
p 34745.2
r 34751.4
s 34769.7
p 34877.1
q 34901
r 34938.3
s 34945.6
p 34976.9
r 35029
q 35071.8
p 35078.7
r 35095.4
s 35097.5
q 35100.4
s 35100.4
p 35123.1
r 35123.2
q 35156
p 35189.2
r 35210
p 35213.8
s 35226.6
r 35248.1
q 35263.4
p 35269.1
s 35269.9
q 35298.2
r 35302.1
s 35320.4
p 35335.6
r 35387.6
p 35408.7
q 35413.4
s 35442.9
r 35449.9
q 35538.1
s 35550.8
q 35593.8
p 35616.8
r 35627.2
p 35629.8
s 35672.2
q 35683.7
r 35687.3
p 35688.7
s 35688.8
r 35698.8
q 35705
p 35712.4
s 35756.6
q 35781.7
s 35850.2
r 35857.2
q 35883.9
p 35893.3
s 35916.5
r 35940
q 35970.5
s 35993.3
q 36046.2
p 36078.5
r 36093.1
p 36104.2
r 36134.1
s 36181.3
p 36192.6
r 36198.3
p 36217.9
r 36291.6
p 36314.6
q 36329.1
s 36340.4
r 36354.2
p 36389.4
q 36390.8
r 36444.9
s 36460.1
q 36527.2
p 36531.6
r 36553.6
s 36572.1
p 36577.5
q 36578
r 36602.8
p 36616.7
r 36627.6
p 36637.8
r 36648.7
p 36649
r 36654.5
p 36681.9
s 36690.1
q 36710.9
r 36714.4
p 36732.2
r 36740.5
p 36776.5
r 36809
p 36846.6
r 36869.1
p 36875.4
r 36914.4
p 36975.1
s 36985.7
q 36999.7
s 37003.6
q 37029.1
s 37030.4
r 37084.8
p 37155
r 37220.9
q 37233.8
s 37234
p 37234.5
q 37317.5
s 37321.1
q 37351.8
r 37374.3
s 37378.9
p 37387
q 37397.3
s 37402.6
r 37409.5
p 37433
q 37471.3
r 37471.9
s 37533.9
q 37556.8
s 37561
q 37577.7
s 37578.1
p 37590.4
r 37614.8
p 37617.7
q 37620.6
r 37650
p 37671.2
r 37707.2
p 37722.1
r 37757.6
p 37788.3
r 37791.4
s 37800.8
p 37807.4
r 37835.6
q 37867.7
p 37870.4
r 37905.2
p 37908
s 37914.4
r 37955
p 37962.4
q 38003.3
r 38003.9
p 38007.1
s 38011.5
r 38020.2
p 38034.2
q 38047.3
s 38097.1
r 38115.2
p 38183.1
r 38187.1
q 38190.9
p 38245.8
s 38305.6
q 38336.1
r 38384.4
p 38388.1
r 38438.8
p 38443.2
s 38450.8
r 38546.4
q 38555.8
p 38558.8
s 38570.8
r 38602.4
p 38606.2
r 38659.6
q 38675.8
s 38675.9
q 38693.3
s 38695.8
p 38713.1
q 38721
r 38772.9
p 38776.5
s 38777
q 38795.5
r 38834.4
p 38846.9
r 38847
s 38896.6
q 38915
s 38948.9
q 38949.1
s 38979.7
p 38989.6
r 39019.4
q 39028.1
p 39028.8
s 39075.1
r 39121.5
p 39124.4
q 39149.5
s 39155.9
q 39165.4
s 39167
r 39170
q 39206.6
p 39213.4
r 39252.6
p 39295.2
r 39307
s 39310.9
p 39315.8
r 39332
p 39351.6
r 39361.9
p 39384.8
q 39397.8
r 39398.6
s 39405.6
q 39429.9
p 39442.9
s 39488.3
r 39509.4
p 39523.7
r 39550.2
q 39560.6
p 39680.8
r 39729.8
p 39733.8
s 39747.7
r 39757
p 39803.8
r 39831
p 39850.1
r 39862.8
q 39869.8
s 39881.7
q 39914.8
s 39918.6
q 39958.9
s 39962.4
p 39992.5
q 39993.7
s 40001.7
q 40032.4
r 40045.3
s 40066.6
p 40071.5
q 40102.8
s 40111
q 40136.6
r 40178.6
s 40212.3
q 40217
p 40247.4
r 40250.2
s 40388.6
p 40417.3
q 40448
s 40484.7
q 40496
r 40527.9
p 40558.6
s 40565.5
r 40571.5
q 40579
s 40623.5
q 40629.3
s 40706.3
p 40708.8
q 40721.5
s 40729.5
q 40733.1
r 40804.8
p 40855.5
r 40865.3
p 40881.5
r 40909
s 40967.4
q 41006.6
s 41010
q 41028.8
p 41058.6
r 41089.2
s 41097.8
p 41120.5
r 41134.9
p 41164
q 41180.2
s 41186
r 41193.5
p 41201.1
q 41208.1
r 41217.5
p 41237.8
s 41280.9
r 41313.7
p 41329.4
q 41372.3
r 41373.6
